ResponseId,MainBranch,Age,Employment,RemoteWork,Check,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,TechDoc,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,BuildvsBuy,TechEndorse,Country,Currency,CompTotal,LanguageHaveWorkedWith,LanguageWantToWorkWith,LanguageAdmired,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,DatabaseAdmired,PlatformHaveWorkedWith,PlatformWantToWorkWith,PlatformAdmired,WebframeHaveWorkedWith,WebframeWantToWorkWith,WebframeAdmired,EmbeddedHaveWorkedWith,EmbeddedWantToWorkWith,EmbeddedAdmired,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,MiscTechAdmired,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,ToolsTechAdmired,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,NEWCollabToolsAdmired,OpSysPersonal use,OpSysProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackAsyncAdmired,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,OfficeStackSyncAdmired,AISearchDevHaveWorkedWith,AISearchDevWantToWorkWith,AISearchDevAdmired,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOHow,SOComm,AISelect,AISent,AIBen,AIAcc,AIComplex,AIToolCurrently Using,AIToolInterested in Using,AIToolNot interested in Using,AINextMuch more integrated,AINextNo change,AINextMore integrated,AINextLess integrated,AINextMuch less integrated,AIThreat,AIEthics,AIChallenges,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Knowledge_8,Knowledge_9,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Frustration,ProfessionalTech,ProfessionalCloud,ProfessionalQuestion,Industry,JobSatPoints_1,JobSatPoints_4,JobSatPoints_5,JobSatPoints_6,JobSatPoints_7,JobSatPoints_8,JobSatPoints_9,JobSatPoints_10,JobSatPoints_11,SurveyLength,SurveyEase,ConvertedCompYearly,JobSat,ExperienceRange,JobSatRange
20616,I am a developer by profession,35-44 years old,"Employed, full-time",Hybrid,Apples,Hobby;Contribute to open-source projects,Some college/university study without earning a degree,"Books / Physical media;Colleague;On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc)","Technical documentation;Blogs;Books;Written Tutorials;Stack Overflow;Coding sessions (live or recorded);Social Media;Interactive tutorial;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges)",API document(s) and/or SDK document(s);User guides or README files found in the source repository;Traditional public search engine,26,19.0,Engineering manager,100 to 499 employees,I have some influence,Start a free trial;Ask developers I know/work with;Research companies that have advertised on sites I visit,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Customization;Connected to an open source project,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,80000.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Perl;Python;SQL;TypeScript,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Perl;Python;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;Perl;Python;SQL;TypeScript,MariaDB;MySQL;Redis;Solr;SQLite,MariaDB;MySQL;PostgreSQL;Redis;Solr;SQLite,MariaDB;MySQL;Redis;Solr;SQLite,Amazon Web Services (AWS);Digital Ocean,Amazon Web Services (AWS);Digital Ocean,Amazon Web Services (AWS);Digital Ocean,Angular;jQuery;Node.js;React,Angular;jQuery;Node.js;React,Angular;jQuery;Node.js;React,,,,,,,Ansible;Docker;Make;npm,Ansible;Docker;Make;npm,Ansible;Docker;Make;npm,Vim;Visual Studio Code,Vim;Visual Studio Code,Vim;Visual Studio Code,Ubuntu;Windows,Debian;Ubuntu,GitHub Discussions;Trello,GitHub Discussions;Trello,GitHub Discussions;Trello,Discord;Google Chat;Google Meet;IRC;Signal;Slack;Telegram;Whatsapp,Discord;Google Chat;Google Meet;IRC;Signal;Slack;Telegram;Whatsapp,Discord;Google Chat;Google Meet;IRC;Signal;Slack;Telegram;Whatsapp,Bing AI;ChatGPT;GitHub Copilot,Bing AI;ChatGPT;GitHub Copilot,Bing AI;ChatGPT;GitHub Copilot,Stack Overflow;Stack Exchange;Stack Overflow Blog or Podcast,Daily or almost daily,Yes,Daily or almost daily,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Showcase expertise with code solutions;Engage with community by commenting on questions and answers or voting on questions and answers;Learning new-to-me technology/techniques,"Yes, somewhat",Yes,Indifferent,Increase productivity,Highly distrust,Very poor at handling complex tasks,Learning about a codebase;Writing code;Documenting code;Debugging and getting help;Search for answers,Project planning;Testing code;Deployment and monitoring;Generating content or synthetic data,Committing and reviewing code;Predictive analytics,Learning about a codebase;Writing code;Documenting code;Search for answers,,Debugging and getting help,,,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Replacing jobs without options for new employment opportunities;Biased results that do not represent diverse viewpoints;Imitating a person's likeness;Energy demand,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge;Other (please specify):",Yes,People manager,19.0,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,1-2 times a week,3-5 times a week,1-2 times a week,30-60 minutes a day,60-120 minutes a day,Amount of technical debt,Automated testing;Knowledge sharing community;AI-assisted technology tool(s);Microservices;Developer portal or other central places to find tools/services,Hybrid (on-prem and cloud),Traditional public search engine,Software Development,10.0,10.0,5.0,25.0,10.0,15.0,25.0,0.0,0.0,Appropriate in length,Easy,101910.0,9,10-20,7-10
58048,I am a developer by profession,35-44 years old,"Employed, full-time",Hybrid,Apples,Hobby;Professional development or self-paced learning from online courses;Freelance/contract work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","On the job training;School (i.e., University, College, etc);Online Courses or Certification",,,13,12.0,"Developer, mobile","10,000 or more employees",I have some influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Customization;Integrated developer community;Quality support system;Reputation for quality and excellence;Frequent updates to features,Canada,CAD	Canadian dollar,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stack Overflow;Stack Exchange;Stack Overflow Blog or Podcast,A few times per week,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10-20,7-10
29202,I am learning to code,25-34 years old,Retired,Hybrid,Apples,,Some college/university study without earning a degree,"Books / Physical media;On the job training;Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification","Blogs;Books;Coding sessions (live or recorded);How-to videos;Written-based Online Courses;Auditory material (e.g., podcasts)",,Less than 1 year,,"Developer, front-end",,,,,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,iOS;Windows;Windows Subsystem for Linux (WSL),ChromeOS;Windows;Windows Subsystem for Linux (WSL),,,,,,,,,,Overflow API,A few times per month or weekly,Not sure/can't remember,,Quickly finding code solutions;Learning new-to-me technology/techniques,Not sure,"No, but I plan to soon",Unsure,,,,,,,,,,,,I'm not sure,Circulating misinformation or disinformation;Replacing jobs without options for new employment opportunities;Biased results that do not represent diverse viewpoints,Lack of proper training and education on new tools;Not everyone uses them,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,,6,,7-10
24241,I am a developer by profession,35-44 years old,"Employed, full-time",Hybrid,Apples,Hobby;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","School (i.e., University, College, etc)",,,25,20.0,DevOps specialist,100 to 499 employees,I have some influence,Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party sites like G2 Crowd,Out-of-the-box is ready to go with little need for customization,APIs;Integrated developer community;Reputation for quality and excellence;Connected to an open source project,Canada,CAD	Canadian dollar,120000.0,Bash/Shell (all shells);C#;PowerShell,,,,,,Microsoft Azure,,,,,,,,,.NET (5+) ,,,Docker;Homebrew;Kubernetes;Terraform,Ansible;Podman,,Visual Studio Code,Vim,,Windows Subsystem for Linux (WSL),Windows Subsystem for Linux (WSL),Azure Devops;GitHub Discussions,,,Microsoft Teams,,,GitHub Copilot,,,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Quickly finding code solutions,"No, not really",Yes,Favorable,Increase productivity;Speed up learning,Somewhat trust,Bad at handling complex tasks,Writing code;Deployment and monitoring;Predictive analytics;Search for answers,Learning about a codebase;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code,Project planning;Generating content or synthetic data,Writing code;Search for answers,Predictive analytics,Deployment and monitoring,,,No,Replacing jobs without options for new employment opportunities;Energy demand,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge;Lack of proper training and education on new tools;Not everyone uses them",Yes,Individual contributor,20.0,Strongly agree,Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,1-2 times a week,6-10 times a week,1-2 times a week,15-30 minutes a day,30-60 minutes a day,Amount of technical debt;Tracking my work,DevOps function;Observability tools,Hybrid (on-prem and cloud),Traditional public search engine,Government,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Appropriate in length,Neither easy nor difficult,87231.0,8,10-20,7-10
8088,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Apples,I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","School (i.e., University, College, etc)",,,10,4.0,"Developer, full-stack",20 to 99 employees,I have some influence,Ask developers I know/work with,Is set up to be customized and needs to be engineered into a usable product,Customization,India,INR	Indian rupee,22.0,Java,TypeScript,,MySQL,MySQL,MySQL,,,,NestJS,NestJS,NestJS,,,,,,,,,,Visual Studio Code,Visual Studio Code,Visual Studio Code,MacOS,MacOS,,,,Microsoft Teams,Microsoft Teams,Microsoft Teams,ChatGPT,ChatGPT,ChatGPT,Stack Overflow,Multiple times per day,Yes,Less than once per month or monthly,Quickly finding code solutions,"Yes, somewhat",Yes,Favorable,Increase productivity,Somewhat trust,"Good, but not great at handling complex tasks",,,,,,,,,No,Energy demand,Don’t trust the output or answers,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0-5,7-10
38352,I am a developer by profession,35-44 years old,"Employed, full-time",Hybrid,Apples,Hobby;School or academic work;Professional development or self-paced learning from online courses,Some college/university study without earning a degree,"Books / Physical media;Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification","Technical documentation;Blogs;Stack Overflow;Social Media;How-to videos;AI;Auditory material (e.g., podcasts)",API document(s) and/or SDK document(s);User guides or README files found in the source repository;First-party knowledge base;Traditional public search engine;AI-powered search/dev tool (free),13,13.0,"Developer, full-stack","1,000 to 4,999 employees",I have little or no influence,Start a free trial;Ask developers I know/work with;Ask a generative AI tool;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Customization;Integrated developer community;Quality support system;AI tool integration;Reputation for quality and excellence;Frequent updates to features;Connected to an open source project,Brazil,BRL	Brazilian real,100000.0,Bash/Shell (all shells);C;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL,Bash/Shell (all shells);C;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL,Bash/Shell (all shells);C;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL,Dynamodb;Elasticsearch;MySQL;Oracle;PostgreSQL;Redis;SQLite,Dynamodb;Elasticsearch;MySQL;Oracle;PostgreSQL;Redis;SQLite,Dynamodb;Elasticsearch;MySQL;Oracle;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Microsoft Azure,Amazon Web Services (AWS);Microsoft Azure,Amazon Web Services (AWS);Microsoft Azure,Django;Flask;jQuery,Flask;jQuery,Flask;jQuery,Arduino,Arduino,Arduino,,,,Docker;Kubernetes;npm;Pip,Docker;Kubernetes;npm;Pip,Docker;Kubernetes;npm;Pip,Android Studio;IPython;Neovim;Vim;Visual Studio;Visual Studio Code,Android Studio;IPython;Neovim;Vim;Visual Studio;Visual Studio Code,Android Studio;IPython;Neovim;Vim;Visual Studio;Visual Studio Code,Android;ChromeOS;Fedora;Red Hat;Ubuntu;Windows,Android;Fedora;Red Hat;Ubuntu;Windows,GitHub Discussions,Azure Devops;GitHub Discussions,GitHub Discussions,Discord;Microsoft Teams,Discord;Microsoft Teams,Discord;Microsoft Teams,ChatGPT;Google Gemini,ChatGPT;Google Gemini,ChatGPT;Google Gemini,Stack Overflow,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Showcase expertise with code solutions;Learning new-to-me technology/techniques;Learning new-to-everyone technology/techniques,"No, not really",Yes,Favorable,Increase productivity,Somewhat trust,Bad at handling complex tasks,Learning about a codebase;Writing code;Documenting code;Debugging and getting help;Search for answers,Project planning;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Generating content or synthetic data,,Documenting code;Search for answers,,Learning about a codebase;Writing code;Debugging and getting help,,,No,Missing or incorrect attribution for sources of data;Energy demand,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge",Yes,Individual contributor,13.0,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,,Disagree,1-2 times a week,6-10 times a week,1-2 times a week,30-60 minutes a day,60-120 minutes a day,Amount of technical debt;Number of software tools in use;Tracking my work;Maintaining security of code being produced;Patching/updating core components;Maintaining security of systems/platforms used in work,DevOps function;Observability tools;Microservices;Continuous integration (CI) and (more often) continuous delivery;Innersource initiative,Hybrid (on-prem and cloud),Traditional public search engine,Software Development,20.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,Appropriate in length,Neither easy nor difficult,18649.0,10,10-20,7-10
63629,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Apples,Hobby;Bootstrapping a business,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Colleague;On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc)",Technical documentation;Written Tutorials;Stack Overflow;Social Media;Interactive tutorial,API document(s) and/or SDK document(s);User guides or README files found in the source repository;Traditional public search engine,11,6.0,"Developer, front-end","5,000 to 9,999 employees",I have some influence,Start a free trial;Ask developers I know/work with;Research companies that have advertised on sites I visit,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Customization;Integrated developer community;Reputation for quality and excellence;Frequent updates to features;Connected to an open source project,Germany,EUR European Euro,67000.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,PostgreSQL;Supabase,PostgreSQL;Supabase,PostgreSQL;Supabase,Heroku;Supabase;Vercel,Supabase;Vercel,Supabase;Vercel,Angular;Express;Fastify;NestJS;Next.js;Node.js;Nuxt.js;React;Vue.js,Angular;Node.js;Nuxt.js;React;Solid.js;Vue.js,Angular;Node.js;Nuxt.js;React;Vue.js,,,,Capacitor,Capacitor,Capacitor,Gradle;Maven (build tool);npm;pnpm;Vite;Webpack;Yarn,pnpm;Vite,pnpm;Vite,Android Studio;IntelliJ IDEA;Visual Studio Code;WebStorm,IntelliJ IDEA;WebStorm,IntelliJ IDEA;WebStorm,MacOS;Windows;Windows Subsystem for Linux (WSL),MacOS;Windows,GitHub Discussions;Jira;Notion;Obsidian;Trello,GitHub Discussions;Monday.com;Notion,GitHub Discussions;Notion,Microsoft Teams,Microsoft Teams,Microsoft Teams,ChatGPT;GitHub Copilot;Tabnine,ChatGPT;OpenAI Codex,ChatGPT,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,Quickly finding code solutions;Showcase expertise with code solutions;Other (please specify):,"No, not really",Yes,Favorable,Increase productivity,Somewhat distrust,Bad at handling complex tasks,Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Search for answers;Generating content or synthetic data,Project planning;Deployment and monitoring,Learning about a codebase;Predictive analytics,,,Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Search for answers;Generating content or synthetic data,,,Yes,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Replacing jobs without options for new employment opportunities;Energy demand;Other (please specify):,,Yes,People manager,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5-10,7-10
13440,I am a developer by profession,55-64 years old,"Independent contractor, freelancer, or self-employed",Remote,Apples,Hobby;Contribute to open-source projects,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Colleague;Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification",Technical documentation;Blogs;Books;Written Tutorials;Stack Overflow;Social Media;Interactive tutorial,API document(s) and/or SDK document(s);User guides or README files found in the source repository;Traditional public search engine,35,30.0,"Developer, back-end","Just me - I am a freelancer, sole proprietor, etc.",I have a great deal of influence,Ask developers I know/work with;Research companies that have advertised on sites I visit,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Quality support system;Connected to an open source project,United States of America,USD	United States dollar,,C;C++;GDScript;JavaScript;Objective-C;Python;Rust;Swift,Rust;Swift,Rust;Swift,PostgreSQL;SQLite,SQLite,SQLite,Digital Ocean;Fly.io;Google Cloud,,,,,,,,,NumPy;SwiftUI;Torch/PyTorch,SwiftUI,SwiftUI,Homebrew;Kubernetes;Ninja;npm,Homebrew,Homebrew,Visual Studio Code;Xcode,Visual Studio Code;Xcode,Visual Studio Code;Xcode,iOS;iPadOS;MacOS;Ubuntu,iOS;iPadOS;MacOS,GitHub Discussions;Markdown File;Notion;Obsidian;Wikis,GitHub Discussions;Markdown File,GitHub Discussions;Markdown File,Cisco Webex Teams;Discord;Google Meet;Slack;Zoom,Cisco Webex Teams;Discord;Google Meet;Slack;Zoom,Cisco Webex Teams;Discord;Google Meet;Slack;Zoom,,,,Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,Engage with community by commenting on questions and answers or voting on questions and answers;Other (please specify):,"Yes, somewhat","No, and I don't plan to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,,6,>20,7-10
38524,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Apples,Hobby;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Colleague;Other online resources (e.g., videos, blogs, forum, online community)",Written Tutorials;Stack Overflow;Social Media;How-to videos;AI,,9,1.0,Data engineer,"1,000 to 4,999 employees",I have some influence,Start a free trial,Is set up to be customized and needs to be engineered into a usable product,APIs;Reputation for quality and excellence,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,,Bash/Shell (all shells);JavaScript;Python;SQL,Bash/Shell (all shells);C;JavaScript;Python;SQL,Bash/Shell (all shells);JavaScript;Python;SQL,Snowflake;Supabase,PostgreSQL;Supabase,Supabase,,,,Svelte,Htmx;Svelte,Svelte,Rasberry Pi,Arduino;Rasberry Pi,Rasberry Pi,Apache Kafka,Apache Kafka;Torch/PyTorch,Apache Kafka,Docker;Kubernetes;npm;Pip,Docker;npm;Pip;Vite,Docker;npm;Pip,Neovim;Vim;Visual Studio Code,Neovim;Vim,Neovim;Vim,Ubuntu,,Confluence;Jira;Notion;Obsidian,Obsidian,Obsidian,Microsoft Teams,,,ChatGPT;Perplexity AI,Perplexity AI,Perplexity AI,Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Quickly finding code solutions;Learning new-to-me technology/techniques,"No, not at all",Yes,Indifferent,Increase productivity;Speed up learning,Neither trust nor distrust,Neither good or bad at handling complex tasks,Writing code;Search for answers;Generating content or synthetic data,Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Predictive analytics,Learning about a codebase;Project planning;Deployment and monitoring,Generating content or synthetic data,,Writing code;Search for answers,,,No,Missing or incorrect attribution for sources of data,Don’t trust the output or answers,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,,6,0-5,7-10
45371,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Employed, full-time",In-person,Apples,Hobby;Contribute to open-source projects,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","On the job training;Other online resources (e.g., videos, blogs, forum, online community)","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online challenges (e.g., daily or weekly coding challenges)",API document(s) and/or SDK document(s);User guides or README files found in the source repository,18,2.0,Data scientist or machine learning specialist,"1,000 to 4,999 employees",I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow,Is ready-to-go but also customizable for growth and targeted use cases,Customization;Reputation for quality and excellence;Frequent updates to features;Connected to an open source project,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,176000.0,Python,Haskell;Rust,,,,,,,,,,,Rasberry Pi,,,NumPy;Pandas;Ruff;Scikit-Learn,CUDA;JAX;NumPy;Torch/PyTorch,NumPy,,,,Visual Studio Code,Visual Studio Code,Visual Studio Code,Red Hat;Windows,,Confluence;Jira,,,Microsoft Teams,Microsoft Teams,Microsoft Teams,Visual Studio Intellicode,GitHub Copilot;Visual Studio Intellicode,Visual Studio Intellicode,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,A few times per month or weekly,No,,Quickly finding code solutions;Finding reliable guidance from community-vetted answers,"No, not really",Yes,Very favorable,Increase productivity;Greater efficiency,Somewhat trust,"Good, but not great at handling complex tasks",Writing code;Testing code,Learning about a codebase;Documenting code,Project planning;Debugging and getting help;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data;Other (please specify):,Writing code,,Testing code,,,No,Missing or incorrect attribution for sources of data,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge",Yes,Individual contributor,2.0,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly disagree,Never,10+ times a week,6-10 times a week,15-30 minutes a day,Less than 15 minutes a day,Amount of technical debt,DevOps function;Automated testing;Observability tools;Knowledge sharing community;AI-assisted technology tool(s);Microservices;Continuous integration (CI) and (more often) continuous delivery,Hybrid (on-prem and cloud),Internal Developer portal,Banking/Financial Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Appropriate in length,Easy,,6,0-5,4-6
20989,I am a developer by profession,35-44 years old,"Employed, full-time",Remote,Apples,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum, online community);Other (please specify):",Blogs;Written Tutorials;How-to videos;Interactive tutorial,,20,16.0,"Developer, full-stack","10,000 or more employees",I have little or no influence,Start a free trial;Ask developers I know/work with,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Reputation for quality and excellence;Frequent updates to features,United States of America,USD	United States dollar,310000.0,Elixir;HTML/CSS;JavaScript,Elixir;HTML/CSS,Elixir;HTML/CSS,PostgreSQL;SQLite,PostgreSQL;SQLite,PostgreSQL;SQLite,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Fly.io;Google Cloud;Render,Fly.io,Fly.io,Phoenix,Elm;Phoenix,Phoenix,,,,,,,Docker;Godot;Homebrew;Kubernetes;npm,Godot;Homebrew,Godot;Homebrew,Emacs,Emacs,Emacs,MacOS,MacOS,Airtable;Confluence;Jira;Notion,Linear,,Discord;Microsoft Teams;Slack;Zoom,Slack,Slack,ChatGPT;GitHub Copilot,,,Stack Overflow,Less than once per month or monthly,Not sure/can't remember,,Quickly finding code solutions,"No, not at all","No, and I don't plan to",,,,,,,,,,,,,,,,Yes,Individual contributor,16.0,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,3-5 times a week,1-2 times a week,Never,30-60 minutes a day,15-30 minutes a day,Amount of technical debt;Complexity of tech stack for deployment,DevOps function;Automated testing;Observability tools;Knowledge sharing community,Cloud only (single or multi-cloud),Slack search,Software Development,10.0,20.0,0.0,50.0,10.0,10.0,0.0,0.0,0.0,Appropriate in length,Neither easy nor difficult,310000.0,7,10-20,7-10
50539,I am a developer by profession,25-34 years old,"Employed, full-time",Hybrid,Apples,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum, online community)",Technical documentation;Blogs;Written Tutorials;Stack Overflow,API document(s) and/or SDK document(s);User guides or README files found in the source repository;First-party knowledge base,5,5.0,"Developer, back-end","10,000 or more employees",I have little or no influence,Ask developers I know/work with;Visit developer communities like Stack Overflow,Is ready-to-go but also customizable for growth and targeted use cases,Reputation for quality and excellence;Connected to an open source project,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,95000.0,Lua;Python;Scala,Go,,PostgreSQL,,,Amazon Web Services (AWS);Google Cloud,,,,,,,,,,,,,,,Neovim;Vim,Neovim;Vim,Neovim;Vim,Other (please specify):,MacOS,GitHub Discussions;Jira,GitHub Discussions,GitHub Discussions,Microsoft Teams;Slack,Discord;IRC;Slack,Slack,,,,Stack Overflow;Stack Exchange,A few times per week,No,,Quickly finding code solutions,"No, not really","No, and I don't plan to",,,,,,,,,,,,,,,,Yes,Individual contributor,5.0,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,3-5 times a week,10+ times a week,10+ times a week,Over 120 minutes a day,60-120 minutes a day,Amount of technical debt;Complexity of tech stack for deployment,DevOps function;Automated testing;Observability tools;Knowledge sharing community;AI-assisted technology tool(s);Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Innersource initiative,Cloud only (single or multi-cloud),"Do search of internal share drives/storage locations for documentation (i.e., not a structured knowledge base)",Media & Advertising Services,30.0,20.0,0.0,0.0,40.0,10.0,0.0,0.0,0.0,Appropriate in length,Neither easy nor difficult,,5,0-5,4-6
